forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h,73h,74h,75h,76h,77h,78h,79h,80h,81h,82h,83h,84h,85h,86h,87h,88h,89h,90h,91h,92h,93h,94h,95h,96h,97h,98h,99h,100h,101h,102h,103h,104h,105h,106h,107h,108h,109h,110h,111h,112h,113h,114h,115h,116h,117h,118h,119h,120h
2025-10-19,2025-10-19 05:00:00+00:00,60989,59248,59100,58575,58553,58406,60235,61720,62979,64234,65439,66410,67182,67835,68377,69152,70219,71311,72241,71889,70129,67478,64394,61553,59721,59654,59243,59625,61498,64624,69572,71503,71573,71345,71533,71899,72504,73267,73771,74189,74754,75591,76037,75363,73285,70253,66842,63751,61495,60977,60162,60151,61647,64361,69115,71418,71817,71903,72449,73086,73731,74144,74232,74267,74532,75148,75903,75459,73564,70563,67231,64002,61963,61199,61103,61266,62901,65628,70417,72483,72312,71635,71417,71472,71799,72155,72335,72539,72938,73761,74643,74212,72605,69977,66885,64394,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608,76608
2025-10-20,2025-10-20 05:00:00+00:00,59774,59695,59296,59696,61606,64808,69923,72129,72194,71877,71997,72200,72593,73159,73530,73842,74261,74985,75595,74965,72996,70066,66761,63709,61512,61031,60209,60173,61605,64217,68896,71196,71557,71544,72055,72745,73454,74031,74258,74448,74809,75407,76152,75723,73901,70999,67674,64439,62326,61478,61340,61475,63076,65736,70497,72696,72567,71885,71623,71609,71868,72186,72356,72601,73047,74006,74816,74412,72844,70252,67203,64297,62607,61356,61668,61791,63371,66053,70815,73148,73236,72491,72548,72821,73210,73568,73742,73884,74053,74551,75214,74667,73047,70439,67373,64387,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832,76832
2025-10-21,2025-10-21 05:00:00+00:00,61520,61049,60258,60234,61656,64252,68905,71185,71604,71676,72259,73000,73810,74497,74795,74957,75251,75837,76426,75888,73985,71001,67642,64349,62223,61780,61233,61334,62891,65469,70189,72543,72589,72020,71813,71772,71979,72162,72241,72519,73095,74080,75046,74635,73041,70462,67440,64537,62555,61432,61847,62076,63818,66697,71679,73956,73716,72803,72255,72003,72060,72213,72275,72440,72815,73681,74539,74237,72766,70364,67496,64665,62543,61247,61479,61483,62833,65138,69549,72048,72320,71953,71745,71740,71909,72046,72142,72235,72339,72482,72608,71746,70183,67989,65267,62558,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996,70996
2025-10-22,2025-10-22 05:00:00+00:00,62287,61556,61142,61197,62735,65314,70049,72505,72621,72117,71981,72010,72271,72500,72610,72873,73412,74352,75276,74855,73247,70671,67665,64715,62712,61552,61920,62081,63719,66510,71433,73745,73618,72830,72383,72221,72346,72497,72565,72787,73286,74228,75129,74837,73384,71021,68169,65304,63200,62899,62163,62180,63550,65883,70310,72738,72995,72542,72264,72180,72345,72507,72576,72680,72817,73017,73181,72404,70937,68886,66340,63763,61491,59903,58923,59452,59795,60205,62378,64521,65417,65855,66316,66581,66946,67283,67585,67984,68472,69266,69884,69291,67849,65862,63428,60870,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836,72836
2025-10-23,2025-10-23 05:00:00+00:00,63029,60926,60319,60496,62138,65880,70797,73072,72949,72135,71673,71511,71659,71864,71950,72199,72689,73680,74601,74267,72816,70479,67662,64829,63615,61587,60892,61893,62311,65575,69983,72399,72623,72076,71673,71548,71640,71721,71740,71744,71875,72247,72513,71755,70281,68219,65644,63073,60866,59335,58396,58941,58260,59551,61699,63818,64825,65396,65926,66287,66672,66982,67322,67738,68197,68981,69637,69063,67540,65470,62988,60417,59294,56928,56109,56800,57045,57101,58951,60726,61871,63024,64361,65554,66702,67816,68721,69430,70145,71114,71892,71461,69562,66895,63884,61025,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167,78167
2025-10-24,2025-10-24 05:00:00+00:00,64422,62356,61629,62621,63060,66351,70759,73131,73376,72812,72327,72098,72107,72186,72213,72295,72490,72873,73022,72332,70898,68935,66405,63863,61609,60054,59087,59628,58976,60322,62505,64568,65520,66014,66449,66717,67028,67234,67384,67629,67989,68760,69574,69043,67668,65783,63455,60946,59818,57460,56629,57314,57527,57574,59445,61277,62345,63321,64401,65347,66154,66958,67673,68331,69105,70230,71243,70922,69173,66599,63670,60851,58933,58767,58314,58658,60404,63261,68213,70980,71592,71844,72486,73086,73708,74254,74447,74452,74547,75059,75656,74995,72952,69905,66525,63352,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791,75791
2025-10-25,2025-10-25 05:00:00+00:00,61573,60064,59142,59723,59085,60431,62600,64588,65521,65974,66320,66493,66753,66967,67204,67593,68166,69086,69727,69192,67819,65984,63652,61227,60126,57787,56977,57671,57931,58047,59875,61486,62394,63184,63998,64757,65441,66211,66987,67761,68724,70001,71126,70811,69108,66542,63596,60818,59899,58815,58368,58726,60498,63380,68327,71104,71642,71821,72432,73072,73635,74086,74242,74220,74283,74719,75493,74809,72830,69851,66550,63418,62166,60765,59993,60054,61529,64182,68987,71529,71693,71575,72087,72678,73306,73729,73821,73794,73761,74167,74902,74343,72441,69615,66433,63327,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614,75614
2025-10-26,2025-10-26 05:00:00+00:00,60239,57865,57033,57693,57911,57942,59732,61468,62558,63523,64518,65399,66156,66877,67582,68313,69204,70480,71522,71143,69386,66797,63811,61005,59141,59021,58560,58881,60629,63462,68384,71216,71820,72017,72574,73148,73700,74140,74281,74359,74514,75061,75807,75132,73198,70288,67011,63879,62613,61225,60462,60529,62040,64731,69582,72120,72288,72136,72580,73100,73660,74057,74128,74091,74052,74481,75153,74533,72643,69869,66716,63651,62458,60133,60342,60419,61919,64531,69429,72195,72346,71908,71984,72185,72498,72724,72779,72912,73271,74076,74936,74422,72793,70242,67276,64370,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225,77225
2025-10-27,2025-10-27 05:00:00+00:00,59610,59493,59040,59370,61164,64048,68990,71702,72185,72248,72630,73158,73731,74188,74375,74557,74863,75590,76291,75568,73657,70808,67561,64441,63217,61871,61142,61245,62785,65561,70496,72963,73029,72700,72902,73186,73636,74004,74059,74097,74193,74793,75524,74946,73113,70462,67387,64345,63190,60890,61122,61232,62827,65570,70598,73318,73353,72721,72536,72523,72708,72820,72826,73006,73395,74369,75396,74937,73356,70839,67886,65018,64024,61984,62456,62807,64284,67640,72942,75635,75469,74510,73914,73485,73417,73374,73205,73222,73464,74323,75354,74976,73464,71200,68377,65590,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125,77125
2025-10-28,2025-10-28 05:00:00+00:00,62825,61434,60686,60766,62287,64998,69848,72348,72542,72393,72740,73147,73645,73999,74049,74036,74085,74629,75343,74759,72910,70184,67063,63978,62832,60556,60790,60891,62471,65169,70132,72854,72975,72502,72475,72493,72681,72850,72878,73136,73624,74613,75594,75173,73592,71061,68059,65171,64188,62144,62624,62950,64410,67755,73089,75863,75669,74677,74080,73640,73487,73391,73183,73215,73472,74333,75485,75193,73786,71621,68864,66094,65281,63680,63509,63863,65450,68667,73707,76580,76826,75746,74674,73513,72579,71778,71179,70962,70992,70996,70987,70551,69736,68403,66462,64252,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795,70795
2025-10-29,2025-10-29 05:00:00+00:00,63056,60729,60958,61035,62609,65312,70359,73193,73404,72947,72867,72913,73112,73251,73321,73658,74209,75193,76228,75769,74156,71543,68482,65511,64457,62340,62763,63021,64378,67562,72735,75511,75555,74858,74456,74049,73880,73760,73528,73664,74095,75028,76111,75782,74298,72050,69216,66399,65502,63829,63581,63936,65539,68763,73835,76770,77029,75994,74956,73851,72938,72165,71594,71363,71417,71431,71480,71092,70412,69217,67339,65090,63286,62285,61864,61948,63022,65012,67770,68778,68751,68409,68034,67467,66994,66548,66230,66363,67317,69048,70365,69913,68408,66475,64329,61993,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242,71242
2025-10-30,2025-10-30 05:00:00+00:00,64244,62111,61542,62761,63526,67363,72498,75132,75196,74548,74123,73672,73513,73397,73133,73149,73446,74417,75580,75324,73886,71681,68880,66099,65265,63449,63038,63397,64989,68570,73588,76368,76566,75562,74603,73575,72727,72016,71519,71252,71212,71210,71234,70793,69919,68613,66468,64214,62341,61251,60726,60737,61783,63973,66741,67856,68080,68062,67928,67540,67184,66921,66816,67070,68005,69650,70918,70581,69093,67133,64759,62370,60718,59679,59097,58870,59190,60730,61605,62987,64069,65587,65629,65501,64606,64976,65199,65653,66947,69378,71561,71487,70442,68759,66418,63967,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081,77081
2025-10-31,2025-10-31 05:00:00+00:00,65258,63427,63965,64289,64911,68488,73484,76282,76572,75649,74743,73697,72832,72109,71621,71360,71314,71296,71250,70816,69975,68652,66461,64182,62356,61328,60864,60907,61941,64094,66842,67969,68218,68227,68092,67732,67399,67091,66932,67134,68063,69705,70997,70612,69141,67211,64890,62518,60866,59816,59220,58974,60243,61162,61722,63219,64254,65634,65540,64359,64328,64624,64884,65393,66713,69230,71566,71549,70589,69017,66712,64307,62267,61946,61210,61048,61858,64261,67643,71825,73453,73272,72708,72315,71945,71773,71750,71922,72633,74436,75882,75536,74344,72573,69956,67136,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188,77188
2025-11-01,2025-11-01 05:00:00+00:00,61707,60683,60220,61273,62319,64480,66170,67117,67326,67400,67377,67017,66622,66234,65996,66177,67152,68813,70169,69788,68351,66481,64220,61893,60289,60256,59705,59499,59841,60779,62273,62681,63574,63930,63783,63452,63354,63541,63696,64174,65585,68293,70832,70900,69987,68462,66209,63826,61770,61440,60720,60594,61416,63833,67266,71491,73003,72674,71950,71482,71067,70801,70645,70722,71400,73313,74980,74673,73573,71963,69473,66732,64383,62793,62810,62520,63090,64702,68341,72352,73704,73027,72011,71317,71028,70945,70994,71126,71710,73351,74890,74763,73728,72047,69544,66810,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007,76007
2025-11-02,2025-11-02 05:00:00+00:00,61217,59295,58778,59578,59989,61013,62557,62980,63941,64253,64048,63660,63552,63686,63765,64191,65670,68436,71084,71183,70385,68963,66799,64462,62597,62483,61967,61983,62927,65130,68949,73125,74505,73803,72675,71839,71132,70611,70286,70316,71096,73223,75072,74870,73832,72264,69769,67068,64880,63469,62666,63462,64161,65525,69653,73650,75003,74187,72905,71956,71459,71175,71008,70961,71491,73232,74828,74784,73774,72096,69559,66842,64401,62689,62582,62206,62777,63980,67890,71873,73359,72921,72086,71549,71280,71271,71384,71437,71918,73486,74908,74537,73430,71669,69049,66516,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371,75371
2025-11-03,2025-11-03 05:00:00+00:00,62190,62104,61612,61676,62619,65144,68595,72819,74172,73457,72277,71313,70478,69878,69497,69505,70330,72532,74403,74265,73263,71680,69203,66547,64348,62903,63043,62893,63561,64885,68970,73001,74460,73791,72656,71746,71256,70921,70726,70629,71104,72800,74358,74305,73290,71582,69050,66334,63819,62001,61755,61246,61676,63721,66588,70684,72436,72254,71617,71157,70965,71000,71120,71208,71701,73259,74749,74412,73393,71690,69117,66551,64259,62685,62642,61864,62411,63505,67438,71382,72840,72459,71760,71296,71243,71237,71278,71379,71912,73533,75166,75036,74095,72328,69981,66929,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703,73703
2025-11-04,2025-11-04 05:00:00+00:00,64815,63391,63551,63409,64065,65360,69374,73371,74876,74327,73342,72490,71964,71652,71466,71339,71731,73337,74846,74719,73627,71857,69248,66501,64024,62257,62085,61639,62142,63288,67159,71294,73068,72825,72105,71592,71375,71370,71471,71542,72012,73519,75055,74790,73815,72138,69558,66999,64679,63100,63023,62221,62710,63802,67709,71657,73240,72926,72204,71800,71818,71859,71905,71873,72164,73543,75139,74862,73777,71896,69454,66792,64157,62188,61713,60775,60927,61439,64660,68568,70611,71081,71099,71120,71018,70946,70915,70760,70881,71977,72757,72159,70892,69166,67048,64382,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081,71081
2025-11-05,2025-11-05 05:00:00+00:00,64641,62810,62561,62033,62435,63463,67296,71456,73331,73214,72582,72133,72043,72184,72376,72517,73012,74498,75951,75639,74587,72813,70156,67515,65187,63612,63532,62711,63209,64193,67936,71851,73477,73294,72773,72549,72681,72818,72948,72970,73258,74570,75970,75661,74541,72619,70115,67388,64738,62783,62315,61375,61532,62025,65192,69031,71081,71666,71836,72053,72156,72292,72348,72260,72351,73236,73832,73044,71657,69896,67754,65088,62492,60751,60451,59922,59816,60364,60912,62855,64364,65407,66213,66646,66950,67161,67329,67544,68191,69770,71017,70757,69720,68314,66217,63692,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869,73869
2025-11-06,2025-11-06 05:00:00+00:00,65045,63451,63383,62571,63084,64500,67857,71702,73309,73131,72622,72408,72563,72767,72971,73036,73359,74652,75976,75635,74516,72581,70084,67377,64742,62798,62344,61410,61561,62027,65087,68886,71104,71898,72243,72573,72734,72812,72793,72627,72701,73665,74226,73505,72141,70353,68183,65457,63104,61459,60362,59765,60478,60905,61451,63472,65006,65985,66681,67037,67290,67526,67665,67855,68560,70164,71408,71105,70041,68648,66774,64366,62306,60912,60975,60482,60494,60815,62183,62966,64422,65415,66919,66340,66799,67437,67803,68197,69464,72254,74842,75008,74072,72499,70387,67535,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563,81563
2025-11-07,2025-11-07 05:00:00+00:00,64302,62348,61889,60978,61118,61584,64657,68434,70560,71262,71490,71733,71850,71999,72066,71999,72110,73078,73569,72818,71431,69663,67533,64845,62471,60767,59686,59111,59810,60261,60837,62849,64457,65599,66500,67048,67473,67884,68181,68503,69169,70608,71658,71234,70024,68562,66698,64296,62257,60874,60976,60511,60455,60726,62087,62961,64606,65812,67505,67036,67539,68213,68634,69176,70559,73351,76004,76148,75271,73730,71620,68732,67103,66350,66124,66429,67606,70364,75072,79856,81581,80932,79757,78635,77603,77028,76745,76757,77706,80270,83044,83438,82674,81208,78750,75996,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745,85745
2025-11-08,2025-11-08 05:00:00+00:00,62351,60662,59565,58985,59824,60088,60626,62632,64322,65547,66508,67126,67579,68062,68398,68703,69338,70777,71805,71376,70241,68876,67091,64693,62678,61339,61347,61079,61109,61474,62830,63582,65198,66463,68191,67666,68057,68646,69114,69690,71098,73917,76704,76886,76043,74617,72560,69678,68125,67431,68239,68516,69150,71560,76253,81006,82678,81921,80629,79379,78184,77384,76933,76847,77750,80404,83378,83825,83065,81576,79081,76276,74139,72874,72298,72335,73167,75618,79559,83448,84682,83320,81450,79436,77606,76165,75155,74644,75302,77761,80228,80527,79662,78047,75531,72947,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313,80313
2025-11-09,2025-11-09 05:00:00+00:00,62950,61626,60836,60429,61405,61778,62206,64025,65669,66953,68152,68185,68600,69249,69726,70338,71760,74501,77215,77344,76500,75040,72971,70238,68637,67929,68700,68969,69618,71890,76691,81499,83175,82434,81157,79899,78755,77937,77461,77426,78356,80960,83945,84472,83712,82185,79847,77020,74861,73608,73006,73008,73796,75959,79831,83671,84875,83518,81673,79712,77838,76319,75221,74580,75117,77480,80003,80328,79390,77730,75175,72598,70112,68410,67356,67049,67655,69908,73941,77672,78552,77585,76415,75548,74795,74193,73740,73556,74237,76325,78231,78077,77081,75481,72923,70060,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230,79230
2025-11-10,2025-11-10 05:00:00+00:00,68821,68119,68894,69169,69853,72184,76982,81837,83509,82723,81430,80186,79085,78297,77821,77770,78646,81194,84073,84533,83775,82211,79838,76963,74740,73420,72776,72733,73507,75665,79567,83530,84759,83379,81554,79578,77773,76307,75192,74634,75224,77498,79779,79965,78999,77323,74736,72150,69612,67838,66716,66315,66873,69091,73195,77059,78042,77252,76301,75604,75017,74652,74405,74345,75003,76962,78802,78581,77504,75836,73239,70323,67949,66325,65303,64929,65536,67703,71773,75823,77130,76502,75514,74811,74502,74308,74195,74199,74769,76615,78529,78471,77406,75602,73024,70134,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009,78009
2025-11-11,2025-11-11 05:00:00+00:00,75805,74446,73759,73710,74500,76718,80631,84459,85751,84456,82596,80576,78640,77061,75941,75277,75792,78105,80557,80775,79792,78045,75412,72769,70205,68413,67276,66885,67420,69583,73599,77402,78333,77519,76574,75918,75402,75059,74749,74603,75221,77203,79059,78806,77791,76164,73615,70698,68286,66659,65627,65247,65856,68024,72100,76179,77391,76635,75588,74826,74420,74183,74027,73992,74573,76449,78282,78253,77219,75386,72805,69926,67322,65495,64270,63693,64102,66041,69770,73501,74586,74049,73382,72897,72571,72353,72122,71950,72175,73519,74488,73958,72769,71092,68837,66307,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333,71333
