lid,state_id,lat,lng
BRTM2,MD,39.2503611,-76.4041667
BRVT2,TX,31.063888888889,-93.519444444444
BRWO1,OH,41.0483912,-81.0012032
BRYA4,AR,36.427222222222,-93.620833333333
BSBA1,AL,34.749166666667,-86.446666666667
BRTO3,OR,44.2179043,-122.2650676
BRWU1,WY,41.505501,-111.0146317
BSHL1,LA,30.6291666666667,-89.8972222222222
BRTN6,NY,42.800028,-74.262778
BRYN6,NY,41.508888888889,-74.986111111111
BSRC1,CA,36.24579648,-121.7732872
BSPN7,NC,35.210833,-81.6975
BSMT2,TX,29.879444444444,-97.910555555556
BSLL1,LA,30.480555555556,-92.631666666667
BSWC2,CO,39.5667,-106.0489
BSZF1,FL,28.3308333333333,-82.6730555555555
BTBM1,ME,43.82,-69.62
BSRL1,LA,30.13,-91.3225
BTAM6,MS,32.603055,-90.36388
BTCC1,CA,39.45766285,-121.9941417
BSRW4,WY,42.3296,-109.5119
BTRL1,LA,30.429166666667,-91.206944444444
BTSI1,ID,43.66805556,-115.7252778
BTNA4,AR,34.567777777778,-92.610277777778
BTVN6,NY,42.9971,-78.1882
BTTA2,AK,66.926111111111,-151.50861111111
BTEC1,CA,37.0443931,-122.072464
BTYO3,OR,42.447777777778,-121.23861111111
BUCK2,KY,37.34,-83.470278
BTTN6,NY,43.108611111111,-73.422222222222
BUEC2,CO,39.4558,-106.0311
BUCW2,WV,38.186209,-80.130008
BURC1,CA,40.788889,-123.438889
BUXC1,CA,37.2330032,-122.3660306
BUXL1,LA,30.4231111,-93.4246111
BUSO3,OR,43.715833333333,-119.17666666667
BVDN4,NJ,40.826388888889,-75.0825
BVRT1,TN,35.27532938,-88.9766303
BVSV2,VA,37.7625,-79.391666666667
BVVN4,NJ,39.2325,-75.0328
BWGK2,KY,37.0028201,-86.432768
BWKI1,ID,43.786456,-114.42515
BWTA3,AZ,32.07563364,-111.3387156
BWRT2,TX,30.746944444444,-93.608333333333
BWSN2,NV,38.95019444,-115.7032778
BXAL1,LA,30.7930555555556,-89.8208333333333
BYML1,LA,30.347777777778,-90.896944444444
BZBM3,MA,41.5236,-70.6711
BYSA1,AL,30.56517,-88.088
BYNN7,NC,35.76528,-79.13583
CABI1,ID,48.085555555556,-116.0575
CAGM7,MO,39.000833333333,-90.6875
CAGI3,IN,39.487222222222,-86.917222222222
CAMA4,AR,33.59638888,-92.818055555556
CALT1,TN,35.4927,-83.9796
CAMC2,CO,39.2391463,-108.2661946
CAMN4,NJ,40.726111111111,-74.389722222222
CAMI1,ID,44.579444444444,-116.64333333333
CALA4,AR,33.311111111111,-92.485
CALK2,KY,37.5338888888889,-87.2638888888889
CALW1,WA,47.96007697,-124.3929872
CALV2,VA,38.23038,-79.34474
CAMM2,MD,38.573333333333,-76.068333333333
CANO3,OR,45.244166666667,-122.6875
CAPN4,NJ,38.9483,-74.8889
CAPL1,LA,29.768055555556,-93.342777777778
CARF1,FL,30.775555555556,-85.827777777778
CARM6,MS,32.707222,-89.5263888
CARI2,IL,38.092222222222,-88.156111111111
CASM1,ME,43.656667,-70.246667
CANM7,MO,40.142395,-91.515031
CASW1,WA,46.274444444444,-122.9125
CARV2,VA,37.670833333333,-78.086111111111
CARO2,OK,35.168108,-99.507313
CASU1,UT,40.0496781,-111.5479705
CATK2,KY,38.7103478,-84.3107693
CARV1,VT,43.6242324,-73.3115011
CAVA3,AZ,33.88725977,-111.9540388
CAWC2,CO,40.1083,-106.0036
CBAC1,CA,38.7711111111111,-120.815277777778
CBBV2,VA,36.9666667,-76.1133333
CAVV2,VA,37.3511,-79.9417
CBAO3,OR,46.181221,-123.183454
CBEM2,MD,39.621944444444,-78.773333333333
CBFN7,NC,34.9378,-76.8107
CBGC2,CO,40.1208,-105.9
CBKM8,MT,48.633403,-112.346481
CBUM6,MS,33.5175,-88.4894
CBST2,TX,29.7061111111111,-96.5366666666667
CCDP1,PA,40.7203422,-79.5114332
CCDO2,OK,36.3225,-94.685
CCBV2,VA,38.113243,-79.011617
CCIV2,VA,37.535905,-80.034084
CCHW4,WY,44.521111111111,-107.2
CCHV2,VA,37.2889694,-75.923545553
CCMA3,AZ,36.9438888888889,-109.71
CCRN6,NY,41.756666666667,-75.057777777778
CCNO1,OH,39.0945044,-84.5104983
CCSU1,UT,40.7925,-111.87638888889
CCVA2,AK,70.432222222222,-150.40944444444
CCUC2,CO,39.13276047,-109.0270546
CCVT2,TX,28.731,-97.138
CCTM6,MS,33.838611111111,-89.315555555556
CDCA3,AZ,35.773611111111,-113.36277777778
CDFP1,PA,39.869722222222,-75.593611111111
CDEN6,NY,43.0825,-76.8775
CDIO1,OH,40.014444444444,-81.587222222222
CDGV2,VA,38.1209,-79.1231
CDRC2,CO,37.036569,-107.875333
CDLC1,CA,38.87930758,-123.053567
CECC1,CA,41.745,-124.18305555556
CDOA3,AZ,32.33618529,-111.0420429
CDPA1,AL,34.0980555555556,-86.0380555555556
CENW1,WA,46.711721,-122.978476
CENV1,VT,43.603611111111,-73.013611111111
CEMC1,CA,38.714722222222,-119.76388888889
CEDP1,PA,41.5216666666667,-77.4477777777778
CFDM1,ME,44.608055555556,-67.935277777778
CFWM1,ME,44.657,-67.205
CGJC2,CO,39.0545833,-108.5411111
CGCA3,AZ,36.101388888889,-112.08555555556
CFMM8,MT,48.361944444444,-114.18388888889
CFLK2,KY,37.2333333333333,-83.0333333333333
CGSL1,LA,30.5566666666667,-90.1461111111111
CGGC2,CO,40.48080479,-107.6142338
CGMW1,WA,46.7759343,-123.0356919
CHAN6,NY,44.846666666667,-75.078055555556
CHBC1,CA,36.774167,-120.285278
CHAA2,AK,65.085277777778,-147.72166666667
CGRO3,OR,44.136074,-122.247205
CHAN7,NC,35.019722222222,-83.790833333333
CHAT1,TN,35.056111111111,-85.306388888889
CGYC2,CO,39.098611111111,-108.35444444444
CHBV2,VA,37.03291,-76.08325
CHCM2,MD,39.5266666666667,-75.81
CHEI1,ID,44.018175,-111.566603
CHIV2,VA,37.9023,-75.4078
CHES1,SC,34.708333333333,-79.875
CHET1,TN,36.324444444444,-87.224444444444
CHFA2,AK,64.8447,-147.7042
CHDW1,WA,47.83624,-120.06146
CHJW1,WA,47.996111111111,-119.6325
CHKT1,TN,35.0138947,-85.20941039
CHPM3,MA,41.3893,-70.5099
CHLA2,AK,64.886111111111,-147.24722222222
CHEN6,NY,42.086388888889,-76.801388888889
CHLI3,IN,39.717222222222,-87.072222222222
CHLC1,CA,36.55357267,-121.5493856
CHRN6,NY,43.1006,-77.8822
CHRA2,AK,61.20472578,-149.8974826
CHRA3,AZ,33.8277777777778,-110.855555555556
CHSI2,IL,37.90074167,-89.830211111
CHTM3,MA,41.6885,-69.951
CHSO3,OR,42.584444444,-121.848333333
CHTO3,OR,42.12344278,-124.1873107
CHTS1,SC,32.775037,-79.92399
CHWA3,AZ,34.636388888889,-110.71361111111
CHRP1,PA,40.149444444444,-79.901666666667
CHZC1,CA,35.353055555556,-120.78777777778
CIRI2,IL,37,-89.1625
CINN6,NY,42.541111111111,-75.899444444444
CJXA2,AK,61.869444444444,-158.11138888889
CIKA1,AL,30.78189,-88.07361
CIDI4,IA,41.971944444444,-91.666944444444
CIYW1,WA,46.444166666667,-121.83888888889
CIVU1,UT,40.92050285,-111.4015858
CJKC1,CA,34.2633392,-117.4669944
CKTA2,AK,59.415,-135.93305555556
CKTT1,TN,35.1028,-85.232722
CLAI4,IA,42.9036,-91.1451
CKDT1,TN,35.1025,-85.228167
CLAC1,CA,39.236944444444,-121.99472222222
CKLN6,NY,42.035277777778,-75.803333333333
CKFN6,NY,41.946388888889,-74.98
CKYM6,MS,32.3261,-88.9092
CLAT1,TN,36.5541666666667,-85.5144444444445
CKVT1,TN,36.5413888888889,-87.3677777777778
CLBA1,AL,31.613333333333,-87.550555555556
CLDA4,AR,34.685555555556,-91.315277777778
CLDA1,AL,31.758333333333,-88.129166666667
CLFA3,AZ,36.864722222222,-111.5875
CLDI1,ID,47.27444,-116.1889
CLFW1,WA,46.900555555556,-121.01805555556
CLKC1,CA,39.0390283,-122.9132977
CLKM2,MD,39.231388888889,-77.256111111111
CLFN7,NC,36.457777777778,-81.560555555556
CLLU1,UT,40.89522527,-111.4018633
CLMM6,MS,31.237778,-89.846944
CLLC1,CA,34.179444444444,-119.03888888889
CLKW2,WV,39.23870156,-80.3589793
CLKM7,MO,39.373333333333,-90.904722222222
CLMM3,MA,42.626,-72.8541944444444
CLNP1,PA,40.716666666667,-79.581111111111
CLLP1,PA,40.0175,-79.593888888889
CLOV2,VA,37.3737,-79.9051
CLNT1,TN,35.3875,-87.986111111111
CLRU1,UT,38.81054095,-109.2934493
CLPV2,VA,38.350277777778,-77.975277777778
CLSM6,MS,31.7069,-89.4069
CLSC1,CA,39.338333333333,-122.02277777778
CLOC2,CO,38.33143056,-107.779225
CLSM2,MD,39.088333333333,-76.989722222222
CLNM2,MD,38.837,-76.2806
CLUC1,CA,39.2140566,-122.0002508
CLUM6,MS,33.5142,-88.3953
CLTT1,TN,35.5455,-84.04995
CLVV2,VA,36.944722222222,-82.155
CLTA2,AK,62.558611111111,-150.23388888889
CLYN7,NC,35.6472222222222,-78.4061111111111
CLYG1,GA,32.52855556,-81.2683333
CMDP1,PA,40.4544444444444,-79.3911111111111
CMDS1,SC,34.244444444444,-80.654166666667
CMGN6,NY,42.002222222222,-76.635
CMMI4,IA,41.780555555556,-90.251944444444
CMPN6,NY,42.2525,-77.216944444444
CMRC2,CO,38.25819444,-107.5461111
CNBC1,CA,41.40600116,-120.9277458
CMTL1,LA,30.5125,-91.073611111111
CMSM7,MO,38.680861,-91.773222
CMSN2,NV,40.992222,-117.316667
CNDN6,NY,42.8732222222222,-77.2726388888889
CNMP1,PA,40.4683333333333,-79.3677777777778
CNNI3,IN,37.89950088,-86.70554179
CNJN6,NY,42.876111111111,-74.603333333333
CNEA3,AZ,31.86555556,-110.57
CNNN6,NY,42.062777777778,-75.374722222222
CNON6,NY,42.218055555556,-75.848611111111
CNWN3,NH,43.9908,-71.0906
CNVT1,TN,35.784166666667,-87.46
COAU1,UT,37.67219924,-113.034672
CNTI3,IN,39.4975,-86.4005
COCN2,NV,39.7697777,-116.46444444
CNWS1,SC,33.832777777778,-79.044166666667
COCO3,OR,45.3792874,-122.5773134
COKW1,WA,46.466388888889,-122.10777777778
COEI1,ID,47.666111111111,-116.77055555556
COGL1,LA,32.0928,-91.5925
COGW2,WV,38.36594285,-80.6009232
COHN6,NY,42.7852777777778,-73.7080555555556
COLL1,LA,32.1668,-92.1126
COLO1,OH,39.9095084,-83.0090724
COMT2,TX,29.96523889,-98.8971667
COKW4,WY,42.1265,-110.97325
COLS1,SC,33.993055555556,-81.05
COLT1,TN,35.6180555555556,-87.0325
CONW1,WA,48.524444444444,-121.76972222222
COOV2,VA,38.636944444444,-78.853055555556
COMO2,OK,36.928611111111,-94.957222222222
COOA2,AK,60.49219269,-149.8099203
COTC1,CA,40.39820996,-122.1463869
CORO3,OR,44.566388888889,-123.25694444444
COPT2,TX,33.356388888889,-95.594722222222
COQO3,OR,43.15794167,-124.1817944
COTO3,OR,43.720833333333,-123.04861111111
CPNN6,NY,42.9182,-77.2328
CPHP1,PA,40.224722222222,-76.898333333333
CPGM7,MO,37.301944444444,-89.518055555556
CPFN7,NC,34.404444444444,-78.293611111111
CPPT2,TX,33.474722222222,-95.5875
CPNK2,KY,37.74535715,-84.5866074
CPSV2,VA,38.1575,-79.0743
CPTR1,RI,41.717,-71.343
CRCP1,PA,40.714166666667,-79.508333333333
CRDC1,CA,37.4319444444444,-121.012777777778
CRDU1,UT,41.18068056,-111.4004583
CRGA4,AR,36.401944444444,-90.541388888889
CREM6,MS,30.571388888889,-89.594722222222
CRKT1,TN,36.166667,-83.495556
CRHA2,AK,64.86,-146.80333333333
CREC1,CA,41.7914769,-124.0761515
CRKT2,TX,31.3383333333333,-95.6561111111111
CRKV2,VA,38.36785653,-78.42926505
CRLT1,TN,36.168,-83.5041
CRNA2,AK,63.006388888889,-141.80694444444
CRMV2,VA,38.045594,-79.65408
CRLK2,KY,38.117528,-83.532145
CRNN6,NY,42.146388888889,-77.057777777778
CRPW1,WA,46.93926375,-123.3143194
CRNW1,WA,47.666111111111,-121.92416666667
CRNZ1,WA,47.666111111111,-121.92416666667
CRUA2,AK,69.360555555556,-152.12166666667
CRSA2,AK,65.190555555556,-147.25416666667
CRSM2,MD,37.9783,-75.8636
CRTM7,MO,36.194722222222,-89.653611111111
CRTN6,NY,42.602777777778,-76.159722222222
CRVA2,AK,60.558333333333,-145.75333333333
CRZA3,AZ,33.9858809,-110.2809417
CRSW2,WV,38.3472222,-81.63638889
CSHC2,CO,40.2052,-105.8376
CSDI1,ID,44.52472222,-116.0461111
CSHO1,OH,40.248333333333,-81.873055555556
CSCA3,AZ,32.3511849,-111.0945447
CSRA2,AK,61.148888888889,-149.72944444444
CSHL1,LA,32.012777777778,-93.353055555556
CSHW1,WA,47.4238888888889,-123.219722222222
CSSC2,CO,39.568055555556,-106.41194444444
CTHT1,TN,36.2480555555556,-85.9552777777778
CTAW1,WA,46.730663,-122.953704
CTLI1,ID,47.5548,-116.3246
CTPN7,NC,35.521944,-82.848056
CUET2,TX,29.090277777778,-97.329444444444
CVCN2,NV,39.21657778,-114.5296389
CVEL1,LA,30.476388888889,-90.089444444444
CUSL1,LA,30.494444444444,-90.169444444444
CVPC1,CA,34.688888888889,-119.35694444444
CVGV2,VA,37.788611111111,-80.000833333333
CVLO2,OK,36.394722222222,-95.81
CWMO3,OR,42.741,-123.429
CWYO2,OK,36.104166666667,-94.783055555556
CWCC1,CA,40.50487467,-122.2330577
CWCM2,MD,39.669722222222,-78.788055555556
CWAC1,CA,40.38709797,-122.2386119
CWWA3,AZ,33.824166666667,-113.53333333333
CWOL1,LA,30.296944444444,-93.117777777778
CYBC1,CA,35.021944444444,-120.2275
CYNL1,LA,31.7246,-91.5443
CYCK2,KY,37.864722222222,-83.933611111111
CYTC1,CA,37.1682777,-121.6496677
CZRN6,NY,45,-73.501388888889
DABV2,VA,36.59727,-79.40405
DANP1,PA,40.958055555556,-76.619444444444
DARA4,AR,35.226111111111,-93.149444444444
DARM8,MT,45.97205,-114.141
DARL1,LA,30.8888888888889,-90.8444444444444
DAWM2,MD,39.128055555556,-77.335833333333
DAVN3,NH,43.2509,-71.7322
DBHA2,AK,59.0374,-158.462
DAYM5,MN,47.2527777777778,-93.8
DBDC2,CO,38.3569337,-108.8334347
DBQI4,IA,42.499444444444,-90.653055555556
DBNG1,GA,32.544444444444,-82.894722222222
DCBV2,VA,36.58987,-79.4126
DBVA3,AZ,34.728611111111,-111.775
DCDV2,VA,37.194314,-78.009122
DCOC1,CA,38.7892,-123.155803
DCKC2,CO,38.17776806,-107.7583927
DCMC1,CA,37.6566666666667,-120.923333333333
DCKN2,NV,36.090833333333,-115.02305555556
DCWC1,CA,39.02628325,-121.4371809
DCTM2,MD,39.3521111,-76.3594722
DCSC1,CA,39.2244444444444,-121.2675
DCTG1,GA,31.6544444444444,-81.8280555555556
DEDI1,ID,44.3111111111111,-115.648333333333
DDMN6,NY,43.274747,-75.427848
DECA1,AL,34.611388888889,-86.975277777778
DEFO1,OH,41.279166666667,-84.386666666667
DEKT2,TX,33.683888888889,-94.694166666667
DELC2,CO,38.75303944,-108.078403
DDHU1,UT,38.0941529,-110.4073639
DENL1,LA,30.4638888888889,-90.9902777777778
DEEO3,OR,43.219166667,-123.279166667
DEPC1,CA,33.631111,-116.391389
DEXO3,OR,43.945833333333,-122.83611111111
DETO3,OR,44.722061,-122.250058
DEVN2,NV,41.17875,-115.492575
DFCV2,VA,36.58672,-79.37891
DGGI1,ID,43.781369,-111.209069
DEWI4,IA,41.766944444444,-90.534722222222
DGTT1,TN,35.957778,-83.546389
DKCC1,CA,35.941666666667,-118.82194444444
DILA1,AL,30.25,-88.075
DICM1,ME,47.1130556,-69.0880556
DIBM6,MS,30.476111111111,-88.893611111111
DINA3,AZ,35.78069444,-110.9304167
DIRC2,CO,39.6038,-106.0116
DKHC1,CA,34.343055555556,-117.22555555556
DIXN2,NV,40.6849236,-115.8134002
