,INTERVAL_NUM,VALUE
,12,27.88
,9,25.83
,13,28.73
,16,5790.65
,9,5844.87
,24,5152.15
,3,4993.52
,8,5598.27
,14,5818.63
,12,5918.57
,2,5059.2
,10,5959.17
,13,5866.24
,7,5345.26
,11,5960.96
,19,5856.06
,23,5363.85
,1,5186.65
,15,5787.73
,17,5819.43
,20,5853.29
,21,5789.07
,22,5586.3
,4,4970.09
,5,5012.36
,6,5142.94
,18,5862.44
,21,30447.34
,15,24752.59
,2,24469.78
,7,22749.98
,10,22086.46
,13,21893.11
,18,30931.37
,5,22087.48
,4,22387.3
,11,21714.72
,14,22949.37
,23,27682.37
,1,25860.83
,6,22233.09
,8,22953.49
,9,22777.75
,20,31538.33
,12,21526.73
,17,29027.92
,19,31825.75
,22,29336.45
,16,26917.66
,3,23188.06
,24,25944.3
,18,1325.8
,15,1402.98
,17,1398.32
,19,1251.29
,23,965.09
,5,812.69
,6,829.02
,13,1259.64
,14,1350.45
,22,1040.49
,7,822.23
,9,913.97
,11,1073.31
,20,1193.91
,21,1114.31
,1,891.44
,3,825.11
,4,814.8
,16,1429.15
,10,989.17
,24,901.15
,2,848.5
,8,867.17
,12,1164.06
,17,2304.22
,7,1808.4
,3,1679.02
,13,2032.51
,16,2238.02
,8,1892.3
,11,1981.72
,12,1999.58
,14,2087.54
,21,2100.65
,2,1704.64
,10,1968.65
,5,1701.35
,6,1744.55
,9,1951.12
,15,2155.41
,18,2327.06
,19,2301.27
,20,2216.08
,22,1979.52
,23,1866.11
,1,1749.57
,4,1677.2
,24,1769.31
,14,3027.3
,13,2866.8
,12,2738.52
,18,3458.07
,23,2841.13
,2,2463.25
,5,2214.66
,11,2633.15
,16,3371.05
,1,2619.72
,3,2340.35
,24,2674.68
,10,2554.94
,9,2442.92
,20,3264.46
,21,3140.13
,7,2268.2
,4,2253.92
,17,3473.77
,15,3204.84
,19,3358.67
,22,2999.06
,6,2220.11
,8,2315.12
,15,185.86
,8,185.54
,22,185.1
,4,184.42
,23,184.52
,5,184.36
,6,184.32
,12,185.56
,19,185.8
,24,184.58
,3,184.3
,7,184.37
,11,185.67
,18,185.69
,21,185.1
,2,184.43
,1,184.42
,13,185.65
,9,185.6
,10,185.47
,14,185.83
,17,185.92
,20,185.61
,16,185.56
,24,4782.9
,12,4909.5
,7,4006.67
,5,4065.25
,4,4128.92
,3,4263.4
,23,5076.53
,22,5363.39
,18,6243.45
,15,5803.72
,14,5509.65
,11,4642.72
,19,6112.09
,1,4667.32
,17,6209.35
,9,4205.41
,8,4060.45
,6,4037.57
,21,5621.24
,20,5894.42
,16,6058.74
,13,5193.83
,10,4410.73
,2,4437.43
,11,1191.83
,14,1228.9
,16,1277.08
,23,1112.03
,3,1026.73
,1,1051.13
,8,1164.69
,12,1198.82
,22,1165.53
,10,1191.96
,9,1184.58
,4,1033.2
,6,1089.8
,21,1218.87
,2,1034.72
,20,1266.28
,24,1071.13
,19,1292.67
,5,1052.5
,18,1307.64
,17,1304.69
,15,1255.89
,13,1205.91
,7,1128.61
,19,6305.98
,5,4717.98
,11,5304.1
,24,4999.31
,18,6413.61
,13,5598.4
,12,5437.63
,15,6012.32
,2,4763.79
,7,4933.96
,6,4830.12
,3,4700.6
,20,6169.54
,17,6383.69
,14,5790
,1,4906.78
,22,5573.37
,16,6239.69
,4,4694.11
,8,5071.07
,10,5233.14
,9,5179.21
,23,5262.01
,21,5872.09
,5,1736.36
,19,2414.12
,4,1740.71
,1,1893.5
,2,1814.21
,18,2423.37
,16,2268.49
,12,2101.09
,15,2191.95
,13,2107.7
,6,1774.53
,3,1766.36
,9,2055.51
,23,2011.34
,17,2364.71
,21,2283.55
,11,2111.04
,22,2132.44
,14,2137.37
,24,1898.18
,7,1859.54
,8,1958.01
,20,2395.44
,10,2104.3
,19,2569.83
,24,2195.77
,5,1984.75
,13,2301.84
,23,2318.7
,20,2602.54
,21,2541.63
,10,2277.92
,12,2305.01
,16,2374.89
,1,2151.57
,3,2022.18
,8,2184.45
,14,2311.23
,15,2334.26
,22,2447.45
,17,2457.36
,2,2070.98
,6,2022.88
,11,2293.55
,18,2530.42
,4,1987.16
,7,2105.37
,9,2252.78
,9,9719.46
,19,13854.35
,4,9712.14
,3,10017.34
,18,13131.25
,12,8344.62
,21,13456.87
,2,10534.33
,17,11873.59
,20,13905.59
,22,12852.17
,15,9522.58
,11,8681.1
,10,9106.41
,16,10585.59
,1,11146.85
,13,8293.65
,6,9677.57
,8,10071.11
,23,12017.92
,24,11228.53
,5,9603.11
,14,8672.86
,7,9957.74
,16,1778.28
,21,1654.52
,20,1740.87
,19,1791.55
,24,1408.84
,5,1315.07
,4,1301.49
,1,1378.71
,9,1304.61
,8,1300.35
,10,1316
,3,1307.22
,17,1830.61
,23,1487.03
,22,1575.03
,18,1823.32
,14,1590.72
,6,1344.18
,2,1333.72
,15,1688.54
,12,1414.14
,11,1354.93
,7,1320.33
,13,1504.74
,6,2004.72
,8,2240.81
,15,2423.52
,18,2512.03
,21,2587.6
,22,2471.37
,9,2357.8
,11,2485.98
,12,2482.3
,2,1976.83
,23,2325.71
,1,2067.62
,5,1920.94
,10,2446.51
,13,2466.69
,19,2544.78
,17,2459.66
,3,1915.2
,4,1901.23
,7,2121.89
,14,2445.31
,16,2422.58
,20,2618.2
,24,2176.56
,23,12800.44
,13,11569.15
,17,14326.09
,6,10211.88
,20,14384.93
,21,13871.03
,3,10664.29
,8,10458.52
,1,11933.02
,15,12921.59
,14,12147.67
,24,12014.51
,22,13461.24
,10,10746.94
,16,13768.16
,12,11126.07
,5,10136.33
,7,10383.19
,18,14696.32
,4,10281.51
,19,14718.21
,2,11283.99
,9,10693.58
,11,10875.85
,22,918.08
,19,959.9
,21,955.34
,20,977.24
,15,934.31
,13,947.57
,24,827.72
,2,750.81
,14,941.64
,16,930.78
,5,709.61
,23,876.22
,11,937.04
,12,950.35
,4,709.33
,17,940.66
,10,909.55
,7,762.64
,1,790.65
,18,952.65
,8,811.62
,9,869.37
,6,726.91
,3,724.21
,6,2110.4
,14,1868.46
,16,2294.6
,11,1913.28
,20,2987.45
,21,2865.97
,10,1991.83
,1,2543.5
,2,2416.39
,7,2174.86
,13,1776.71
,12,1807.39
,15,2042.05
,19,2986.4
,24,2464.37
,8,2187.82
,23,2622.33
,4,2162.15
,9,2124.98
,18,2833.37
,22,2775.54
,17,2556.3
,3,2273.78
,5,2116.69
,5,3515.25
,19,5358.3
,10,4107.77
,12,4687.84
,18,5576.34
,20,5175.48
,23,4418.94
,1,4075.51
,14,5210.69
,21,4929.3
,22,4688
,24,4177.7
,15,5390.74
,4,3580.9
,7,3463.29
,8,3610.56
,11,4391.4
,16,5545.06
,17,5652.12
,2,3857.33
,6,3492.27
,9,3831.22
,13,4973.81
,3,3692.82
,2,1190.87
,17,1878.76
,20,1734.41
,24,1311.84
,5,1083.75
,6,1092.37
,10,1223.48
,19,1811.62
,23,1419.86
,11,1277.97
,15,1735.96
,18,1868.6
,1,1263.33
,9,1175.71
,12,1363.33
,13,1466.48
,16,1802.82
,21,1632.59
,22,1534.69
,3,1135.81
,4,1098.69
,7,1113.71
,8,1143.92
,14,1615.47
,18,473.54
,1,338.53
,5,288.24
,12,340.71
,23,365.56
,3,301.73
,6,288.35
,7,298.05
,14,393.44
,19,448.21
,8,295
,9,301.02
,13,366.06
,16,445.33
,17,466.58
,4,292.38
,21,421.57
,20,437.66
,22,396.14
,24,336.94
,2,316.78
,10,309.08
,11,321.78
,15,421.38
,1,346.86
,18,428.78
,16,413.65
,20,432.22
,4,309.31
,8,351.6
,12,417.28
,10,399.09
,5,307.07
,9,375.27
,7,329.98
,14,413.92
,19,432.25
,3,318.16
,23,383.05
,15,412.99
,17,420.27
,21,427.45
,22,402.94
,24,357.87
,11,413.67
,6,313.06
,13,414.56
,2,330.93
,17,86.02
,15,80.51
,8,50.51
,19,80.99
,22,62.41
,6,48.91
,9,54.12
,14,74.55
,16,83.73
,1,53.05
,3,48.35
,18,84.73
,20,74.74
,24,52.31
,10,55.8
,12,63.1
,21,68.37
,4,47.08
,5,46.99
,2,50.65
,7,49.82
,11,58.82
,13,67.94
,23,57.17
,17,1011.47
,20,881.57
,13,844.84
,21,820.96
,24,673.09
,6,587.56
,10,679.69
,11,735.53
,12,792.21
,22,764.03
,4,601.97
,14,903.99
,15,960.38
,3,613.25
,23,717.99
,1,665.89
,5,591.55
,18,1008.38
,19,948.95
,2,634.5
,7,599.21
,8,625.3
,9,645.28
,16,991.95
,16,694.03
,19,674.35
,10,435.28
,7,400.04
,6,391.01
,3,415.53
,13,564.52
,11,478.92
,5,394.17
,23,499.19
,18,719.19
,17,714.61
,9,411.49
,8,404.9
,20,615.63
,22,527.76
,21,567.83
,14,613.82
,12,523.26
,1,457.55
,15,663.17
,2,431.99
,4,403.93
,24,466.18
,15,297.21
,14,290.18
,13,280.32
,7,199.17
,4,198.04
,1,208.34
,11,256.61
,18,289.19
,9,233.79
,21,253.13
,6,196.55
,19,274.6
,3,197.72
,5,197.38
,2,202.51
,23,218.81
,24,206.91
,22,236.27
,16,297.92
,20,265.95
,10,244.41
,17,296.86
,8,220.4
,12,268.95
,12,1053.71
,17,1164.36
,23,972.6
,1,846.2
,8,930.95
,13,1073.11
,5,803.96
,15,1105.82
,16,1131.64
,22,1065.74
,3,801.1
,10,1022.6
,9,988.08
,11,1037.83
,14,1088.42
,18,1206.94
,19,1209.74
,20,1209.36
,24,893.82
,6,830.91
,4,795.82
,21,1150.79
,2,817.72
,7,876.59
,8,0
,3,0
,19,0
,18,0
,13,0
,12,0
,20,0
,16,0
,11,0
,5,0
,24,0
,21,0
,15,0
,7,0
,6,0
,1,0
,23,0
,17,0
,9,0
,4,0
,2,0
,22,0
,14,0
,10,0
,13,4254.63
,5,3497.63
,17,5517.24
,1,3948.62
,10,3609.3
,11,3742.61
,22,4896.48
,19,5699.04
,7,3555.27
,4,3522.69
,12,3990.42
,8,3496.82
,2,3764.83
,24,4195.83
,3,3636.38
,23,4520.39
,21,5213.41
,20,5505.28
,15,4914.99
,18,5749.94
,16,5292.36
,9,3574.09
,6,3552.71
,14,4565.08
,16,2304.11
,2,1550.69
,6,1396.54
,7,1427.78
,9,1508.13
,11,1612.12
,13,1787.67
,18,2529.39
,14,1937.21
,17,2459.53
,19,2486.64
,4,1417.36
,10,1564.71
,15,2119.25
,20,2389.57
,21,2249.55
,22,2073.25
,24,1708.21
,1,1659.99
,8,1453.66
,5,1394.23
,12,1684.47
,23,1881.37
,3,1467.66
,13,323.74
,16,407.96
,14,351.06
,20,424.23
,22,387.66
,23,352.71
,21,410.66
,17,428.5
,3,274.11
,4,264.96
,7,258.73
,11,283.6
,12,300.89
,19,433.95
,1,306.81
,5,257.94
,10,271.63
,18,440.5
,24,319.46
,2,287.89
,6,256.5
,8,257.91
,9,262.82
,15,379.85
,14,124.23
,10,97.62
,4,79
,18,150.26
,6,79.79
,3,81.36
,24,91.6
,23,100.77
,16,142.88
,9,92.77
,17,148.85
,12,107.77
,20,133.16
,21,122.91
,19,143.57
,15,133.92
,13,115.38
,7,82.21
,2,85.08
,11,101.9
,5,78.48
,8,86.75
,1,90.84
,22,111.79
,7,104.57
,4,102.75
,22,168.59
,11,120.49
,10,115.67
,6,100.26
,5,100.01
,20,200.03
,2,117.44
,1,128.67
,16,181.93
,9,110.69
,23,150
,3,108.7
,18,207.74
,14,148.01
,12,126.98
,8,106.61
,17,197.91
,21,186
,24,132.52
,19,207.25
,13,135.33
,15,163.73
,14,1287
,2,1035.21
,3,978.57
,4,945.51
,11,1081.19
,13,1187.2
,9,1017.03
,18,1695.54
,20,1598.95
,23,1251.18
,10,1053.76
,16,1539.55
,19,1666.94
,7,958.89
,17,1648.8
,22,1376
,5,933.07
,6,935.67
,8,979.11
,12,1123.18
,15,1412.45
,21,1498.68
,24,1138.48
,1,1108.85
,13,26.03
,14,26.91
,4,25.14
,18,35.34
,3,24.93
,5,24.73
,7,23.38
,16,31.8
,17,35.47
,21,31.3
,22,29.21
,1,24.82
,15,29.3
,6,24.32
,20,33.19
,24,26.15
,2,25.07
,9,24.82
,11,24.95
,8,23.28
,10,26.03
,12,25.66
,19,34.94
,23,26.7
,12,5777.12
,22,5791.32
,14,5808.08
,5,4834.36
,8,5363.44
,9,5601.52
,10,5728.38
,4,4802.94
,6,4941.27
,7,5127.96
,16,5876.09
,1,5032.45
,20,6164.14
,3,4830.04
,17,5969.14
,18,6097.56
,2,4900.2
,19,6141.41
,24,5149.87
,23,5450.02
,11,5762.36
,15,5824.62
,21,6075.11
,13,5802
,18,30534.13
,19,31539.63
,4,21485.71
,5,21133.32
,8,21453.6
,9,21135.3
,13,20425.96
,17,28374.8
,20,31289.77
,10,20542
,3,22222.15
,11,20208.91
,16,26021.49
,21,30325.76
,22,29172.77
,15,23656.98
,23,27248.89
,24,25429.37
,2,23335.27
,7,21410.22
,6,21132.45
,12,19976.59
,14,21689.56
,1,24522.81
,18,1161.47
,2,745.31
,21,1015.26
,14,1139.97
,1,782.27
,4,720.85
,6,734.19
,13,1087.6
,15,1206.23
,24,792.55
,23,854.51
,12,1013.28
,9,786.29
,10,843.19
,11,921.69
,16,1240.02
,17,1229.29
,22,939.52
,3,726.4
,8,754.6
,5,719.45
,7,723.61
,20,1079.98
,19,1111.32
,15,2193.42
,6,1713.24
,4,1663.69
,22,1996.07
,23,1848.79
,1,1737.91
,8,1856.25
,10,1944.42
,12,2009.05
,14,2118.97
,18,2393.48
,16,2285.02
,20,2300.71
,3,1671.33
,7,1768.18
,9,1916.95
,11,1972.09
,13,2057.12
,17,2363.18
,19,2380.88
,2,1697.08
,21,2159.44
,5,1680.26
,24,1744.83
,15,3114.09
,14,2912.38
,23,2860.51
,21,3183.54
,19,3381.66
,2,2332.26
,3,2229.99
,5,2125.23
,12,2541.99
,18,3477.39
,9,2263.1
,11,2425.93
,16,3316.76
,6,2120.5
,8,2173.86
,7,2155.05
,13,2703.49
,17,3447.49
,20,3301.52
,24,2658.09
,1,2455.77
,4,2160.29
,10,2348.24
,22,3049.67
,1,184.56
,5,184.65
,7,184.65
,17,184.51
,18,184.67
,19,184.97
,21,184.7
,3,184.57
,4,184.62
,6,184.62
,8,184.42
,20,184.64
,24,184.59
,2,184.73
,16,184.92
,22,184.76
,23,184.63
,9,184.44
,12,184.27
,14,184.83
,15,184.67
,10,184.23
,13,184.59
,11,184.36
,19,5860.99
,14,5294.37
,7,3839.49
,3,4058.35
,23,4839.54
,2,4219.39
,6,3853.12
,4,3944.83
,24,4539.07
,17,5919.31
,16,5772.53
,13,5023.91
,12,4728.92
,10,4225.85
,9,4022.49
,11,4466
,22,5190.16
,18,5976.99
,8,3879.29
,20,5689.15
,5,3883.82
,1,4421.28
,21,5443.61
,15,5553.83
,13,1245.79
,15,1307.15
,6,1085.53
,21,1267.6
,20,1335.12
,22,1191.72
,18,1385.32
,17,1378.97
,12,1228.61
,1,1058.36
,3,1032.9
,23,1122.15
,14,1271.44
,16,1344.51
,11,1207.11
,8,1157.85
,9,1184.34
,19,1370.3
,2,1041.75
,5,1050.08
,10,1198.45
,24,1072.17
,4,1036.09
,7,1122.75
,22,5493.1
,17,6315.23
,4,4598.82
,9,4925.55
,20,6132.34
,8,4849.64
,18,6332.69
,21,5842.87
,19,6271.3
,23,5143.07
,24,4909.34
,7,4745.64
,11,5086.56
,13,5450.75
,15,5944.84
,16,6175.21
,1,4834.48
,14,5686.88
,3,4629.89
,5,4608.34
,6,4677.2
,10,4972.79
,12,5238.8
,2,4705.31
,14,2162.94
,12,2089.38
,7,1795.25
,9,1997.46
,11,2081.32
,20,2493.64
,16,2329.14
,4,1697.29
,3,1720.96
,13,2116.95
,15,2236.97
,19,2507.35
,23,2042.42
,24,1898.73
,6,1721.79
,17,2441.29
,5,1691.97
,8,1885.74
,18,2503.46
,21,2380.66
,22,2208.31
,2,1766.06
,1,1844.4
,10,2062.66
,7,2054.11
,5,1953.83
,8,2133.15
,4,1963.92
,21,2637.74
,23,2356.2
,12,2298.14
,9,2203.26
,6,1980.4
,3,1997.98
,2,2046.61
,15,2352.54
,17,2505.87
,10,2246.89
,1,2126.08
,24,2188.13
,18,2620.01
,16,2401.84
,11,2282.04
,22,2529.66
,20,2701.83
,19,2680.7
,14,2328.25
,13,2313.48
,19,13521.23
,6,9307.68
,10,8290.37
,18,12690.42
,9,8878.17
,17,11300.66
,14,7851.69
,20,13580.82
,16,9945.35
,13,7399.35
,8,9370.52
,12,7378.57
,11,7765.7
,7,9431.53
,4,9406.59
,22,12602.35
,2,10148.16
,3,9700.34
,24,10853.45
,1,10671.26
,23,11673.16
,21,13199.3
,5,9286.67
,15,8771.56
,6,1312.62
,10,1259.77
,14,1460.31
,15,1533.51
,1,1320.14
,7,1299.21
,3,1266.51
,4,1261.58
,5,1277.38
,18,1657.99
,22,1467.79
,12,1334.7
,16,1596.19
,19,1646.3
,20,1619.66
,24,1325.27
,13,1396.24
,17,1646.2
,21,1552.79
,23,1388.48
,2,1287.8
,11,1288.6
,8,1266.38
,9,1261.87
,13,2441.51
,5,1845.23
,10,2357.79
,20,2721.69
,6,1904.98
,7,1989.3
,11,2401.7
,15,2412.56
,17,2499.64
,18,2589.19
,21,2659.36
,22,2500.01
,1,2048.32
,3,1869.19
,8,2110.07
,16,2436.1
,23,2308.77
,24,2120.37
,12,2428.58
,14,2411.72
,19,2647.2
,4,1840.9
,2,1941.64
,9,2244.84
,6,9543.51
,11,10168.08
,8,9719.67
,23,12695.37
,24,11875.78
,17,14170.29
,1,11150.17
,16,13441.82
,13,10896.52
,12,10425.69
,14,11615.84
,22,13494.82
,10,9904.62
,19,14684.05
,9,9858.01
,2,10603.31
,5,9543.76
,20,14369.91
,18,14658.62
,4,9720.4
,15,12490.65
,21,13921.53
,7,9652.74
,3,10069.28
,24,826.91
,17,959.93
,15,945.35
,10,897.96
,11,926.94
,2,758.51
,8,799.52
,5,714.98
,16,946.01
,7,758.45
,13,943.18
,23,892.05
,19,1012.61
,18,989.43
,4,718.76
,3,734.45
,1,795.98
,22,957.62
,21,1007.32
,20,1034.64
,12,939.84
,14,944.65
,6,727.23
,9,854.1
,11,2035.72
,18,2918.78
,1,2468.74
,3,2224.12
,10,2110.48
,13,1880.85
,14,1967.86
,15,2137.29
,17,2637.77
,20,3083.18
,21,2955.18
,22,2832.49
,12,1928.6
,19,3072.04
,23,2642.89
,24,2466.69
,4,2131.35
,6,2051.32
,7,2095.11
,8,2132.85
,9,2164.5
,16,2371.32
,5,2075.2
,2,2353.09
,5,3287.58
,7,3251.25
,9,3597.56
,20,5177.25
,22,4675.89
,24,4050.79
,4,3364.13
,6,3280
,14,5080.34
,18,5582.94
,15,5315.83
,8,3377.76
,10,3881.27
,11,4171.47
,12,4477.78
,19,5392.79
,23,4347.08
,16,5495.98
,17,5627.75
,21,4946.03
,1,3820.66
,2,3615.78
,3,3472.19
,13,4805.6
,1,1177.43
,6,1007.46
,21,1590.08
,23,1361.35
,3,1063.87
,7,1023.4
,9,1055.23
,18,1803.06
,8,1039.17
,12,1232.4
,16,1685.2
,17,1776.07
,20,1687.35
,24,1251.42
,11,1140.64
,10,1076.2
,15,1568.85
,22,1486.96
,5,1002.46
,13,1335.99
,14,1435.14
,19,1747.81
,2,1111.12
,4,1024.25
,3,276.9
,10,267.28
,13,316.5
,21,397.48
,22,374.94
,24,317
,1,307.21
,6,261.35
,15,369.92
,16,396.33
,17,417.81
,18,428.37
,19,411.56
,4,268.36
,7,260.68
,8,259.69
,9,260.91
,14,341.95
,23,344.6
,20,409.1
,12,294.56
,2,289.63
,5,264.15
,11,279.32
,3,316.52
,8,349.86
,9,374.27
,7,328.56
,14,414.26
,17,432.44
,21,459.46
,23,396.68
,24,358.46
,18,446.53
,20,464.38
,11,410.77
,16,422.98
,5,306.29
,6,312.11
,2,326.29
,10,397.47
,12,412.07
,13,412.54
,15,418.75
,22,428.46
,19,458.31
,1,340.52
,4,309.72
,19,77.34
,15,72.81
,9,50.19
,11,55.05
,14,69.35
,2,45.97
,5,43.05
,12,59.46
,22,58.35
,23,52.84
,3,43.85
,4,42.74
,21,65.06
,24,48.86
,13,64.65
,10,52.31
,16,78.07
,17,81.57
,18,81.64
,20,71.23
,6,45.31
,7,46.19
,8,46.13
,1,48.07
,7,575.26
,23,701.33
,2,604.88
,6,566.72
,8,584.88
,17,991.98
,15,918.32
,18,1003.94
,22,756.15
,1,632.15
,4,574.75
,9,597.21
,12,745.76
,14,863.94
,16,958.18
,19,950.51
,11,684.46
,13,802.53
,24,655.15
,3,584.72
,5,564.8
,10,630.13
,21,817.13
,20,878.63
,5,369.99
,8,367.83
,2,405.59
,7,378.71
,21,556.58
,20,606.15
,9,369.16
,16,656.18
,15,620.12
,19,667.97
,24,445.42
,3,389.64
,6,371.99
,14,573.58
,18,707.45
,23,478.74
,4,378.13
,11,432.71
,12,480.25
,13,524.19
,17,688.34
,1,428.76
,10,393.21
,22,513.44
,7,196.55
,3,195.08
,15,298.19
,13,278.35
,2,199.29
,10,236.93
,17,303.64
,5,194.81
,8,217.06
,12,265.51
,14,290.36
,19,282.54
,24,209.73
,23,222.59
,1,203.39
,4,196.62
,11,251.74
,18,296.49
,20,272.48
,21,260.55
,6,194.73
,16,302
,22,242.71
,9,228.06
,8,1147.21
,9,1172.67
,7,1069.35
,3,815.94
,15,1186.84
,17,1203.77
,5,851.8
,16,1187.95
,6,945.13
,4,817.53
,2,832.18
,14,1187.48
,10,1176.22
,1,864.59
,12,1178.04
,11,1174.35
,13,1186.63
,16,0
,5,0
,9,0
,1,0
,6,0
,14,0
,13,0
,15,0
,2,0
,12,0
,11,0
,3,0
,17,0
,8,0
,10,0
,7,0
,4,0
,7,3939.85
,16,5426.47
,13,4607.96
,12,4319.23
,11,4045.89
,6,3822.05
,10,3897.35
,9,3904.88
,17,5570.81
,14,4870.37
,8,3945.4
,15,5109.33
,2,3758.38
,1,3919.45
,5,3677.25
,3,3658.9
,4,3624.05
,5,1432.69
,4,1410.83
,14,2110.17
,16,2417.01
,17,2536.65
,9,1749.93
,7,1629.42
,8,1710.2
,11,1833.9
,10,1794.35
,15,2257.08
,1,1599.31
,2,1504.87
,12,1894.32
,13,1986.56
,3,1437.55
,6,1499.93
,12,341.6
,4,260.06
,5,259.67
,1,286.52
,11,329.13
,14,382.07
,9,320.88
,17,441.17
,6,267.46
,2,273.77
,3,263.93
,7,288.94
,8,306.52
,10,325.78
,13,360.51
,15,401.57
,16,422.54
,17,146.66
,2,81.9
,5,79.01
,12,112.58
,10,106.53
,3,78.9
,9,104.07
,4,77.7
,14,126.19
,7,93.61
,6,84.34
,8,100.35
,13,118.9
,16,142.5
,15,134.83
,11,108.4
,1,86.9
,11,133.78
,5,102.29
,3,106.51
,2,113.54
,17,199.9
,12,138.38
,9,127.39
,1,123.39
,13,145.11
,8,123.58
,6,107.12
,7,118.3
,14,155.9
,4,102.25
,16,185.47
,15,169.24
,10,131.32
,17,1708.29
,10,1199.63
,4,943.69
,6,1012.4
,8,1148.64
,12,1270.87
,5,964.35
,14,1413.6
,7,1099.13
,1,1074.97
,9,1165.55
,11,1232.01
,13,1331.2
,15,1516.63
,16,1629.92
,3,961.24
,2,1008.33
,2,27.33
,5,27.38
,17,40.63
,1,27.53
,9,32.04
,4,27.12
,6,28.61
,7,29.44
,11,30.57
,12,30.89
,14,32.41
,15,34.81
,16,36.58
,3,26.96
,8,31.1
,10,31.09
,13,30.85
,5,5062.66
,2,5007.57
,14,6393.34
,17,6442.12
,7,5818.78
,16,6380.99
,9,6228.62
,8,6112.91
,10,6298.51
,12,6357.06
,11,6322.75
,15,6383.08
,3,4943.07
,13,6384.58
,4,4941.82
,1,5132.64
,6,5379.14
,14,27159.34
,1,24345.66
,7,25045.16
,9,26516.72
,16,30653.54
,3,22318.48
,12,25728.09
,2,23280.2
,13,26187.31
,17,32267.38
,4,21854.67
,5,22138.7
,10,26124.17
,11,25861.02
,6,23205.55
,8,26380.92
,15,28656.27
,2,723.82
,5,776.11
,4,730.18
,6,848.37
,11,1016.41
,9,913.64
,16,1309.09
,7,859.46
,10,954.31
,12,1098.54
,17,1264.59
,1,746.32
,3,715.6
,13,1175.09
,14,1232.27
,15,1282.07
,8,888.85
,4,1716.95
,8,2120.85
,11,2215.63
,6,1916.16
,12,2243.21
,15,2394.12
,10,2194.24
,7,2036.48
,2,1714.09
,13,2279.97
,16,2472.96
,14,2334.29
,5,1786.87
,17,2539.22
,1,1749.02
,3,1698.79
,9,2175.21
,3,2260.36
,11,2995.26
,6,2325.33
,13,3268.5
,16,3793.4
,7,2505.79
,10,2901.18
,14,3459.86
,2,2353.98
,8,2647.74
,12,3113.82
,5,2225.93
,15,3640.16
,1,2497.59
,17,3867.95
,9,2788.99
,4,2210.96
,3,184.45
,4,184.29
,17,184.07
,8,184.34
,11,184.38
,14,184.54
,15,184.42
,1,184.32
,9,184.42
,13,184.64
,10,184.45
,12,184.47
,5,184.05
,2,184.32
,6,184.15
,7,184.22
,16,184.16
,6,4072.95
,12,4901.02
,17,6181.49
,5,3973.43
,9,4376.53
,13,5196.87
,14,5486.89
,16,6007.5
,1,4402.96
,3,4080.99
,2,4220.96
,10,4496.31
,4,3984.67
,7,4176.14
,11,4658.09
,15,5779.35
,8,4260.85
,3,1015.08
,12,1277.07
,8,1252.01
,11,1261.63
,13,1300.18
,6,1173.9
,16,1387.28
,14,1327.28
,2,1018.54
,10,1255.66
,15,1361.64
,17,1404.38
,5,1082.08
,7,1243.37
,1,1031.64
,9,1250.99
,4,1031.26
,9,5688.25
,10,5739.92
,13,6189.37
,12,5989.16
,6,5203.05
,3,4654.83
,17,6784.08
,5,4907.2
,1,4785.41
,15,6557.72
,4,4720.56
,8,5592.26
,2,4689.41
,14,6373.55
,16,6714.05
,7,5447.93
,11,5831.69
,14,2491.54
,13,2439.7
,7,2155.96
,4,1714.46
,8,2294.48
,3,1714.56
,12,2390.07
,9,2335.42
,6,1921.94
,5,1766.54
,2,1743.62
,17,2598.19
,16,2562.99
,15,2535.77
,11,2376
,1,1807.34
,10,2359.54
,10,2515.75
,9,2522.27
,7,2346.56
,3,1987.84
,8,2499.8
,1,2088.89
,16,2611.94
,6,2135.54
,17,2685.96
,15,2569.44
,14,2551.18
,12,2520.42
,11,2516.74
,4,1974.51
,13,2533.15
,2,2018.49
,5,2016.74
,10,10733.77
,6,10082.08
,13,9891.86
,11,10264.08
,5,9604.01
,9,11288.04
,7,10872.73
,12,9929.31
,3,9617.15
,1,10405.09
,8,11519.24
,15,10749.13
,2,9970.21
,4,9454.03
,14,10121.32
,17,12766.11
,16,11693.91
,16,1630.94
,2,1255.37
,15,1569.82
,3,1249.23
,4,1268.08
,11,1326.7
,13,1436.83
,9,1321.17
,5,1327.07
,10,1312.42
,17,1682.47
,6,1420.07
,7,1428.24
,12,1364.64
,14,1499.76
,8,1357.76
,1,1275.06
,2,1931.31
,16,2614.08
,3,1878.64
,8,2548.01
,9,2610.19
,6,2126.51
,17,2662
,10,2645.64
,12,2661.81
,1,2015.35
,7,2389.64
,13,2663.22
,14,2639.76
,4,1874.31
,5,1948.7
,11,2660.56
,15,2611.06
,15,15051.79
,10,12598.31
,3,10216.84
,1,11212.61
,16,15869.72
,7,11455.73
,6,10634.49
,8,12016.72
,12,13157.21
,2,10697.7
,5,10118.11
,17,16195.12
,13,13667.57
,11,12873.14
,9,12365.83
,14,14341.43
,4,9987.59
,7,890.49
,14,1044.56
,15,1044.65
,12,1036.58
,13,1041.32
,10,1021.04
,11,1030.01
,3,724.53
,4,719.7
,5,736.19
,16,1051.87
,1,778.63
,9,1005.28
,2,744.27
,6,792.51
,8,970.52
,17,1057.89
,7,2477.62
,6,2252.31
